PlantingDepth,SoilAcidity,WaterVapor,LiquidWater,CO2,HeatPad,RedLight,BlueLight,UVLight,PlantGrowth
1.499457955,5.740513563,82.62255192,68.08193922,32.31119156,97.80041337,43.34571362,13.87323141,75.70295334,61.9190933
1.456731856,6.572744727,66.27691388,46.15405202,28.87011766,8.448496461,37.84540296,31.49817586,79.30286527,45.90445754
3.101938963,3.124640942,54.61585522,31.83014393,18.86984825,83.42707872,66.66820049,8.805584908,65.04971981,42.36655345
2.052731216,9.667316556,51.31167769,19.13170218,17.14946508,106.5498036,34.88120437,89.18194175,71.47492766,32.89321548
3.228613734,0.569196939,69.83627081,17.98752546,34.9741888,64.8812139,59.94800329,4.907119274,54.95198965,32.12714315
1.553688347,12.89883411,7.176309824,57.88856149,31.00929499,1.163228154,14.38017488,5.918842554,15.01274705,36.40237776
3.207798004,12.92908764,60.1647377,72.52993584,31.87614441,35.36345005,5.935955048,2.071905136,47.10464478,49.6780516
1.794968545,9.405831933,74.9238193,94.32236552,9.859092236,102.9989904,35.46172976,84.79802012,82.75644183,79.13718523
0.072458386,1.398084402,3.223478794,25.54541826,11.65976048,31.25875115,28.05505991,16.81376696,73.76857996,34.69994652
4.060484469,13.77887094,19.34378743,60.82523465,6.5092206,7.355323434,25.51310658,98.93425107,25.57957768,45.90104682
2.822419405,3.68887949,11.67500019,11.88886166,38.70644569,73.31304312,51.17485523,61.8196249,39.35434818,34.09008263
2.796075046,4.426749349,81.3549459,56.73875213,39.37795401,112.0725745,88.83194327,14.17302489,59.15674567,51.62078061
3.784226775,5.934453249,26.04435682,21.81676626,23.07387829,57.77090907,25.6836772,27.83426046,10.11942625,22.04993166
4.029915631,6.872401118,49.53837991,46.44966722,2.354757786,59.12011921,84.40948129,93.43624711,44.87176538,48.25066697
0.849916935,7.800378799,50.11954308,56.70013428,10.90616226,76.61484718,44.13905144,20.62320709,21.44360542,43.85515946
1.156209409,3.415981889,3.936356306,42.25122333,13.56981993,48.87858808,25.97939372,35.83356738,17.99151301,33.90786204
2.625942826,6.495564222,69.55500841,30.44048548,38.12523365,49.71859097,91.12120867,93.63876581,43.30750704,42.82096902
1.988410056,2.102642417,10.2417767,50.09511113,34.31983232,58.67990553,82.45723844,28.66433263,41.23037457,48.05585344
4.773505926,6.868932247,19.303298,82.21399784,13.65351677,54.22699213,91.9147253,42.01414585,69.59922314,68.00558084
2.238225639,13.43248951,67.50325561,81.3590467,39.40002203,89.66764152,81.89553618,15.43516517,86.83032393,76.46203059
2.071544528,0.279537439,90.49981833,91.16877317,28.41783047,38.97496581,50.64328909,48.51073027,21.87408209,46.55934191
1.826653779,8.750234485,37.47082353,58.7549746,30.0924325,48.54017556,47.07947373,8.018165827,75.28162599,54.86757073
1.983628273,12.42762089,92.42572784,8.700227737,16.38454437,114.2579985,93.48258972,97.04346657,83.19253922,34.99628775
1.683298051,7.752029061,8.707255125,69.50289607,31.06045485,113.2391733,15.88823199,96.07474208,23.80916476,56.86615019
1.760008931,1.834102392,10.17395258,48.92960787,23.87598515,39.76671815,57.57633448,94.40938234,2.661192417,39.08323778
4.940215647,12.04698884,73.59002233,43.89532208,22.39960909,124.1458756,24.54693913,31.87006116,82.74939656,37.84593408
2.356077433,10.15601015,23.64332676,3.010630608,33.41809273,75.99802732,91.28038883,65.84422588,36.3019228,35.88907096
2.676546276,9.210904241,21.32887244,62.37735152,8.094575405,84.8477,56.89424872,93.60312819,62.94292808,62.20284117
3.698477149,3.025347948,78.48585844,67.88924932,18.36932659,66.95529819,56.3600421,15.03223181,14.87416029,46.18336693
0.620172322,9.269638896,75.12403131,19.26737428,32.13247538,119.037655,87.79054284,55.37748933,82.26771951,32.09185692
2.080123425,5.598899841,24.63212013,5.141544342,34.58082199,24.45013046,47.76539803,64.19401169,54.27527428,26.49558903
4.462660253,9.049715638,26.59003139,96.24339938,3.52240324,82.60906637,73.79176021,16.93755984,84.4379127,71.81350521
1.715379357,6.506472349,63.01976442,70.51473856,5.337796211,56.81817174,71.60989046,14.87756968,49.14408922,54.1837122
2.693733275,7.333589911,45.57016492,23.72000813,1.471207142,102.5081164,69.21384931,71.29557729,8.193284273,30.65316483
3.736637831,3.385074139,66.1501646,79.79633808,25.83220482,117.3615003,46.97692394,95.07744312,15.29252529,63.79778391
2.111525238,1.257110715,68.46656203,33.24093223,21.96552038,96.40669525,70.71284652,13.3741796,10.00432372,33.39935825
2.163559794,6.686533213,63.09818029,1.636397839,23.41664791,80.33007026,22.17963934,83.30696821,71.59036398,37.21483007
2.414865792,9.88666904,93.21089387,29.01225686,17.01004267,129.7580653,18.50557923,17.78960824,68.41793656,22.75802417
2.626218796,3.946051598,4.600048065,92.94791222,19.88952637,34.75471973,21.09880447,25.24867058,76.92813873,59.25585644
2.533846796,6.413533807,34.00070071,31.70124888,7.772071362,119.2978376,7.355993986,38.9005363,23.16877246,24.8264905
0.873401761,2.199197531,48.84439707,17.51033068,12.0614481,68.94424081,60.22382975,83.60778093,62.88315058,38.59830485
2.60491997,7.902875304,13.92634511,72.62580991,22.88228273,24.55276072,85.45210958,11.24752164,27.18117833,49.45967725
4.347316027,3.734835148,33.59138966,13.40119839,16.85288429,20.95901251,2.02190876,86.79387569,27.71360874,20.28396142
1.746775806,1.034976125,98.61359,41.45955443,23.14176321,11.41982257,44.29859519,53.50808501,14.58677649,31.93650575
1.355952621,11.87149167,25.24498701,99.88092184,37.17307568,92.87369609,35.26028395,67.0556426,82.30589628,81.00628579
3.04325372,1.776129603,99.00680184,15.57751298,23.88529062,104.3781644,27.74997354,4.092413187,12.88266778,20.81927257
3.624355793,12.94466209,60.50333977,39.35565948,34.83018875,9.141492844,97.90663719,3.693771362,63.69996071,40.45062583
3.38953346,4.416725755,96.41777873,24.1674602,36.25086546,46.39630735,13.30944896,41.50468707,52.35525966,32.24526404
4.256048799,10.19255137,21.21230364,95.04333735,6.722722054,21.87246442,83.23260546,11.97696924,56.81782961,49.50732244
2.107857764,12.91402471,67.96520352,25.23186803,18.60549212,118.0971915,43.81836057,67.59503484,50.89471936,28.07443496
4.385865927,6.727754116,8.04708004,49.96778965,30.5621624,78.33841562,94.74542141,43.38610172,90.02025127,63.13160535
3.489036262,0.977117658,15.52972198,98.60548377,39.37721014,60.24352729,12.66126037,56.82711005,77.32505202,68.74546997
3.055440784,6.282371759,3.646981716,77.90602446,36.37689114,128.5168397,40.57267904,87.81145811,95.11646032,65.15545113
4.665980637,0.831575274,26.34964585,83.11353326,22.54337549,36.10596001,30.61161637,99.68629479,21.37480378,53.8566329
1.092600822,5.914067268,40.82832336,81.91361427,30.04734039,32.98642635,82.9252243,93.32814217,47.45206833,63.25650426
1.475521028,6.101283669,18.38228106,10.99554896,17.02519178,62.77654588,27.44314075,93.35352778,23.41338992,27.23938872
1.025918126,0.360557318,16.50043726,41.05321169,25.12239933,33.98663163,83.26317072,44.17458773,26.70007944,38.00658536
1.214753687,7.744967818,48.55588078,17.71982312,21.23849154,92.99004138,66.43174291,57.76975751,42.07804799,32.52610114
1.315666437,7.230041981,16.90981388,30.95118999,29.16707039,54.95381117,8.790040016,62.55919933,63.98003101,41.93639451
2.448169887,9.484902501,87.03722358,30.31348586,4.050767422,101.5155047,74.87310767,80.21602035,62.91641593,40.25607814
4.43243444,13.71507192,44.83736753,8.80740881,0.891375542,26.34641528,90.90002775,24.92011786,65.93025923,25.4589072
3.271816075,12.66531074,85.63981652,62.33320832,13.39445353,82.68070996,18.74089837,16.53414369,76.16973519,55.79621504
4.56464529,1.017353058,64.37382698,78.48310471,24.31051254,88.07174683,51.20339394,8.263111115,31.35828972,56.76180944
0.690735281,5.977949739,93.49772334,68.60153079,33.78645658,28.09187353,74.61058497,2.113074064,76.82167888,58.6640205
1.9862324,10.1709888,3.898251057,76.29190683,36.18626118,71.32678151,35.75497866,7.202589512,1.094353199,47.90614145
0.015939772,12.99238431,98.13001752,37.83381581,24.00393724,116.1111933,76.97389722,50.76583028,65.03780484,38.72702308
2.365721464,6.451659679,82.8846693,43.11897755,12.99963951,35.16555071,23.1108427,87.33074665,6.673026085,34.57778375
4.437164962,1.928447843,95.02086043,26.28082633,16.1663413,77.15470016,44.06890273,44.62208152,50.12063384,35.7512048
0.547968745,3.05924058,53.16184759,73.49327803,13.70481014,25.60558677,96.8380332,65.53982496,8.46799612,50.71950424
1.177654564,11.60839069,13.84020448,60.5119288,7.473680973,111.3729221,10.35071015,43.16135049,86.10535264,50.46206986
4.589805603,12.2613554,70.25117874,57.23795891,4.51423645,117.5859308,98.10247421,32.92250633,38.904953,48.42321261
1.887226999,11.02621615,54.43012118,62.46392131,25.85106611,47.77686059,18.72779727,64.51184154,92.12114215,62.16770542
2.080839276,11.68536925,35.40769815,54.3238759,1.965088844,12.58920312,98.9599824,60.87542772,91.37760401,54.98109537
1.179873049,7.471703887,10.68175435,74.88048673,0.749485493,96.37178004,50.68896413,17.13989377,35.64313054,57.8106524
2.030659914,4.94631815,73.98922443,68.55123043,0.516901016,97.24023581,61.9754076,56.0308218,20.49181461,54.3904952
3.472134769,11.64662087,85.42789817,90.2672708,0.352838039,77.36130893,97.44591117,85.05505919,81.75997138,75.3755586
1.853703856,7.298276186,40.77862501,10.68433523,0.930476189,50.69376826,76.79489851,54.64128256,44.26287413,27.24023384
4.528515637,3.710619807,24.47620034,11.48758531,6.441214085,23.98435414,0.216442347,94.65580583,36.58204675,21.39141477
0.233023167,0.496660233,67.88420677,66.664505,25.67804337,91.12370491,89.29629326,72.04265594,63.89088631,67.3325832
0.370171964,5.694325089,22.90799022,97.12373614,8.160426617,18.0473274,12.77329326,16.34084582,37.91529536,41.94355895
2.894211411,2.55897212,95.84323168,11.52607203,17.63466358,104.1264355,63.94263506,47.82005548,41.73928499,28.22596537
2.45313555,5.217106223,81.7677319,69.72897649,5.94779253,9.714184403,64.38358426,79.01108861,71.32566571,57.35746319
4.570735693,9.611478329,53.5535574,34.64052677,8.300886154,118.350718,44.96381283,52.30200291,3.141474724,30.11158873
4.272317588,10.94703877,18.26810241,90.09508491,6.864163876,15.61677635,26.26389861,0.587219,14.71919417,39.74954903
1.69192493,4.509327173,77.65840292,66.91378355,31.80665493,36.16662383,6.991326809,45.00769377,52.66059637,51.9900419
0.797543824,5.740552783,57.63569474,25.66056848,22.58220911,81.848014,9.675985575,62.66790032,39.56270814,35.4162974
1.574864388,6.417603493,87.0092392,25.56157112,30.94646454,69.68604565,10.7711792,0.672388077,20.42741776,24.77349037
3.397870958,0.899268746,59.72234607,66.18449092,11.28094435,80.90034425,48.78808856,82.45360255,21.87015414,53.0381815
0.151446462,13.04082084,52.83180475,17.08794832,11.49576664,114.9472678,4.579889774,43.47592592,79.18134928,25.37664859
4.160434306,6.48152101,58.50709081,64.81092572,34.69651461,94.11203921,46.42689824,60.06105542,41.07955098,58.09250058
1.511827707,12.68835115,30.22024632,64.09194469,31.05862617,99.57609892,36.96863651,55.0993681,97.63958454,62.83107423
4.760076702,2.10606873,17.61373878,7.649034262,31.57922506,83.68379772,85.84513068,4.353326559,69.94556785,36.62333822
3.795542121,8.863291979,41.58438444,46.52732611,18.69662762,121.7360675,71.46052122,47.23476171,20.81936598,38.58498021
1.286008656,10.1854943,29.9690783,39.99376893,18.8068223,60.82815945,36.62973046,65.41052461,83.57272744,51.5022226
2.211520672,3.562271118,27.67510414,73.04048538,31.58903122,10.6801796,18.82596016,14.17303085,92.93837547,60.89129026
2.681749761,13.02678931,14.72670436,2.312201262,21.40402555,39.11423147,7.875698805,26.76612735,40.71423411,20.1894016
1.218267083,0.973688841,6.812870502,23.01145792,4.974179268,51.71673894,27.56119967,6.094992161,63.51824999,31.4313388
1.704601347,4.736627936,89.58147168,54.12047505,2.718307972,4.570227265,26.75054669,35.53393483,15.46142697,36.94438318
4.145439863,12.76189756,7.944369316,24.92306232,21.62215233,100.9017301,98.19495678,88.69049549,42.31622219,38.29390256
3.56090039,10.36882794,21.5995729,88.8763845,36.00192785,36.60631835,45.57437301,73.5506475,82.44885802,68.83958811
4.788090587,7.62481904,68.1522727,61.68316603,17.0886755,67.27026343,12.04818487,79.73068953,93.70988607,62.5994245
3.623304665,6.251499057,84.68924165,68.0125773,8.650209904,96.32029831,5.540567636,97.6590693,83.69999528,65.77027946
1.754808426,3.312499046,10.24312973,18.52507591,7.000274658,92.91958332,90.07196426,78.2184124,86.16008759,39.54443677
1.886359155,0.931378961,76.83708072,27.2353828,0.346076488,71.24855936,10.20213962,2.256935835,30.2385509,26.229794
2.601020932,12.79409957,41.03838205,14.11105394,12.62068272,93.75613809,22.38851786,26.74170732,37.37694025,26.95564412
3.066593707,7.672856688,75.23501515,33.21426511,6.360828876,48.12488139,86.84867024,82.23636746,16.59043431,34.30934231
1.028701067,7.760828495,35.99350452,80.46395779,30.94849586,46.21921301,34.16035175,72.65546322,20.8139658,56.51963862
2.503401935,6.949183583,32.4228704,93.78690124,7.261178493,37.70953357,38.89889121,99.43894744,51.30133033,57.02873496
1.683730483,10.1523068,0.770270824,82.35200644,5.596079826,97.79362559,78.41252089,18.71618032,24.11535978,61.25384692
4.266951382,0.86337173,41.5715754,49.8048842,36.27252817,98.2511884,17.43388772,80.75142503,31.59490228,49.11629251
3.332169056,5.893873215,25.38714409,91.75167084,4.699726105,1.623983383,71.43301964,78.79486084,75.14138222,56.03989117
4.129374921,12.93627989,24.03199077,1.745051146,25.5485034,16.64414823,64.99592662,0.967043638,15.29662013,9.752074406
2.446680665,8.53232646,71.57279253,58.01368952,22.11105824,8.043004274,11.37629747,79.29302454,76.19687319,51.5834617
1.305493414,2.199386954,17.27436185,49.21143651,22.59673357,78.84338439,9.777909517,28.53749394,68.14821362,50.87125939
0.484365225,1.957604885,58.94773006,39.35720921,28.11968803,48.32639933,45.69489956,71.8868494,12.08789349,35.01149494
4.119319618,0.029752851,66.3433969,46.4528501,18.11088324,73.59988868,13.32845092,37.34049201,89.63775039,52.12719984
4.387246966,12.89790368,40.65908194,86.31705046,25.95712185,58.48681808,78.02423239,48.22443724,22.63149023,57.86605199
1.002593338,11.66466701,46.95397019,2.021080256,36.45893335,76.07883751,99.89758134,12.58798242,45.47033906,34.3730734
1.086668968,7.375729561,84.09347534,92.76909828,0.331916809,33.41935635,30.14545441,72.2012043,55.24358749,51.49393012
4.481597841,11.83348429,73.35245013,75.69472194,30.07771254,90.4230684,20.54807544,3.999966383,59.80445743,60.6999147
3.042843938,8.81239295,97.29305506,55.15881777,14.24608707,124.2111266,99.65149164,70.43839693,38.23000193,48.14073769
2.058507502,3.444148421,69.06865239,50.79362988,9.023678303,82.82436907,30.15740514,4.368954897,45.37890553,43.72768345
3.100811243,12.96843767,66.69962406,5.557894707,0.342760086,83.92739058,78.94117832,46.58973217,40.40558338,31.83191656
4.143516719,13.76190293,3.683418036,85.00899673,6.92994833,19.165079,80.43531775,56.64004683,74.65538383,60.58346021
3.194050193,6.407508135,96.85190916,9.174001217,3.035082817,129.6867549,26.1665225,10.10116339,7.666480541,15.09264119
0.444000065,4.017689586,23.73681664,67.8740561,14.6195817,73.79250348,57.08203912,17.63163209,20.10169625,49.85507419
2.676999569,6.671154022,67.66095161,41.93868637,37.66637802,121.3379288,3.758096695,35.0487709,92.14053154,38.3730256
2.466953695,7.883734345,30.90197444,38.0004108,22.62511015,38.48864019,14.2121017,31.52171969,16.74057841,29.10086983
3.317733407,3.852072477,49.88862276,88.79839182,22.95155048,99.55054402,25.15355349,89.67977762,14.54077959,64.50877238
1.040968001,5.753820777,85.54952741,38.20498586,3.864319324,113.1977183,84.16879773,91.22489095,25.08915067,39.73350102
4.232043028,8.753287792,44.45426464,28.33359241,12.94974327,58.63253832,75.35426617,2.281689644,25.34711361,28.59857108
4.013981521,11.265751,38.82769942,11.65260673,37.72228003,92.57404983,65.85425735,90.78487754,97.61399627,43.12924468
1.290175319,10.32076859,36.19445562,94.33106184,4.81824398,111.8866003,95.93509436,54.0045619,55.44103384,75.76944818
0.533066094,10.00349414,21.38300538,67.13920236,26.78962946,104.9126941,19.70015168,96.90776467,76.82686448,62.64736345
1.777477264,12.53698254,77.70090103,29.93426323,8.597640991,29.81817722,50.13227463,14.26138878,71.81854248,34.84141479
4.562493265,9.816522241,41.84657931,66.64063334,27.50710249,112.5254339,22.40402102,92.7608192,78.14599872,60.96275792
1.340196729,2.462888479,43.86144876,74.9968648,35.27822971,24.00754571,8.634436131,59.33161974,79.00615931,63.27045578
1.546331942,3.693833709,73.21112752,13.25214505,25.96631289,95.12456477,59.55622792,72.16194272,35.64808965,31.84037969
1.497689486,12.61586618,22.72922993,52.26438046,29.39766884,1.958444118,21.70174122,39.79279995,31.80506229,39.21784699
3.371827304,13.63016427,30.22350669,42.64344573,0.116784573,10.27699649,59.28253531,87.28474975,13.83585334,34.58932151
2.2522825,10.3710835,33.34492445,43.00893545,22.41988659,10.73576808,68.23815107,87.4053359,49.98835325,43.37175121
3.039810956,9.421885371,65.91792703,46.15440965,39.62923288,87.49116719,95.02730966,78.00427079,13.54623437,46.1549855
0.578043461,8.573801041,86.13715172,67.74215698,33.14523697,69.70482826,97.44181633,77.07538605,50.57644844,63.72972128
1.698392332,3.830090165,40.41478038,78.65640521,24.66509581,94.99926984,10.60234904,36.00828052,25.12423396,57.27072788
1.819706559,11.05011439,26.52598619,12.63118982,11.40190601,95.18467069,3.658592701,84.52087641,38.3155942,30.10102633
1.946181357,13.0483669,40.11009336,29.30424809,14.80231524,20.7972914,45.62633634,81.79925084,6.9873631,26.20100096
2.283004522,12.20363379,27.35459805,67.24283695,11.26856804,2.327959538,0.063681602,5.265641212,19.98450756,40.52546664
2.56129235,8.9127599,50.38060546,58.30377936,29.36736822,92.0053643,64.47991729,57.71192908,92.70572066,63.49043409
2.547656894,7.385601282,20.77401876,64.24082518,30.07829189,102.0399225,81.79639578,25.58668852,33.1541419,56.89618669
1.062379181,6.791417956,9.929472208,27.8200686,30.42354822,39.11093056,16.90140367,65.07154107,54.72269654,37.44234214
2.284264565,2.225945473,85.2060318,36.66119576,39.4536972,123.2488585,94.17304993,61.03959084,5.025577545,34.21357341
1.757951677,2.591430306,99.89759326,80.15124202,9.665496349,14.15721834,83.34810138,98.61761928,77.84129977,59.9017932
3.606360555,12.61277366,28.00918818,33.39082003,24.62336063,33.34070802,46.60297632,3.187000751,81.97103739,40.87303689
3.190223277,7.820350051,45.86556554,41.29293561,10.46998262,14.43953097,83.2482636,56.31845593,20.60111165,33.71068159
1.238867044,8.507801533,29.47294712,58.47404003,18.26947212,12.07018614,37.83266544,40.15529156,95.40302753,55.64960959
0.12973994,1.139905095,35.87126136,53.01837325,6.352937222,25.77184856,49.26866889,27.70118117,67.67086387,46.58891466
4.034208655,10.28522038,38.76494169,24.87243414,5.156741142,86.76097751,83.1430316,41.64432287,54.59660292,38.85199098
1.527040303,10.34939659,82.56803155,61.59906983,7.082731724,11.88624203,95.72282434,88.82246614,1.381641626,48.02536437
3.617331982,3.78150177,37.4563694,38.30270767,23.79255295,99.10749435,59.12480354,24.01533127,82.08975792,43.90549122
2.077597082,10.23628485,82.64853358,16.29115939,13.69971037,79.02759969,34.24479365,57.0048511,45.52571177,31.22372864
2.190881371,1.743639708,11.25050783,51.77770853,1.368374825,56.39069676,6.657040119,36.0819459,32.28694201,39.98096306
1.306289732,11.23146284,51.65918469,55.71234822,13.6919713,7.306166291,14.85365033,83.46369863,59.54597592,46.7514894
2.781780958,8.863330364,95.53935528,56.47556782,28.23241234,42.42047548,57.71377087,31.22932911,58.89070034,50.02089822
0.327658355,3.306717038,37.33024001,85.23449302,17.57739782,102.8703946,95.53355575,86.94977164,86.24104857,78.61404439
1.460472941,1.084589243,85.41339636,99.56196547,28.14351559,66.01709723,76.62376165,16.48644209,21.78643942,51.02469647
2.688188851,11.05187595,39.54649568,73.51680398,28.14193964,27.46260941,68.45446229,56.53243661,81.11096025,65.33361057
2.314062119,5.37230587,25.74949265,44.59052086,30.55633545,127.3442125,31.4084053,94.17643547,49.00531769,39.11708143
1.946879327,1.369145989,90.08361697,21.30467296,3.584144115,94.41998422,95.9584415,76.64849162,76.46848559,38.57727668
2.204616666,5.629235983,22.00189829,15.10630846,21.18772984,34.90592599,35.82273722,36.77016497,94.39026117,37.13331723
4.900337756,4.722134948,70.23509145,80.61912656,5.815937519,62.68333018,34.43663716,52.54161954,58.44109654,61.28766965
3.59387517,5.948931217,37.32140064,87.07749844,37.11441994,98.52042913,27.724576,60.56783199,56.5901041,72.91326492
0.608660877,2.377062917,69.45480704,27.46190429,15.16965628,112.8761977,49.22184348,39.21746612,59.98854041,29.55239079
4.965609908,11.89210629,66.62758589,20.78012228,22.65189648,86.08269572,74.39678907,88.83374929,50.00685453,40.25103808
1.628344357,3.573660731,13.14025521,16.16116166,22.76132822,12.01679051,48.62170815,2.039343119,98.06104302,34.59334854
4.626896381,1.97394371,3.25922966,47.76096344,12.26457596,104.4287395,20.44768333,20.00923157,43.32108498,41.65110051
0.108474195,12.06325591,12.68135905,68.48279834,21.76020384,45.92519224,90.21756053,62.08955646,8.023136854,50.21414256
4.919539094,7.04983592,38.82781267,53.50357294,16.75720692,77.11393476,18.91452074,41.62861109,6.220448017,38.60313138
2.656449378,4.951546073,15.89992642,75.63241124,8.814537525,50.88840544,37.55386472,4.421359301,53.46811414,55.01566559
0.122903585,12.78706503,61.89916134,21.42241001,38.99752617,114.4178987,11.19515896,55.56337833,29.95631695,23.72302375
4.129485786,8.283559918,61.00472808,16.27287269,36.88361883,58.6457032,70.34329772,52.32653022,14.548105,24.9999977
2.579404712,5.909919977,46.12821341,28.81010771,15.42016506,73.38843703,46.43281698,5.219447613,12.35355139,26.85319663
1.758151352,7.308305621,62.18720078,18.6825335,10.72605371,121.2567931,76.31245255,35.74357629,82.94478059,28.11496688
2.823901176,12.40575123,43.47190857,10.36286354,9.561805725,18.23705196,55.97896576,20.31254768,22.89838791,15.23587206
2.258182466,6.86060679,79.98277545,20.17905116,6.294295788,34.91529405,77.81316638,6.931561232,16.60568118,20.63495802
0.748246312,7.379462957,23.10520411,29.9089551,33.87758732,73.89851213,23.55934381,19.84673738,88.52945566,45.66729901
0.836831629,0.797625899,54.52283025,1.933842897,25.28542757,104.2700249,71.32447362,81.53455853,32.37116933,30.83226822
1.082245111,13.74394274,21.66521549,25.96538067,6.088762283,18.06698561,16.76809788,38.92104626,65.756917,31.22891773
2.249996364,4.927575231,4.802268744,2.302163839,26.09819174,91.3166064,82.97018409,8.161729574,39.61700797,31.02698633
2.722267509,10.43392873,95.44848204,21.74762487,36.31160259,29.52123523,70.5150485,69.98924017,89.7347331,44.1131443
0.316379368,3.368115306,22.08772302,36.79381013,2.446272373,25.42187512,68.17708611,94.60802674,43.03756356,39.90733663
2.68876791,2.330814362,90.1863575,15.25754929,11.217556,13.05137634,38.0510807,34.19771194,15.91105461,15.81002785
3.544929922,11.77194083,10.59138179,77.80944705,10.87782621,83.54360998,8.598774672,43.84052157,67.6946342,64.15105097
1.743960977,5.585890532,69.02352571,90.07440805,11.47465229,23.79969716,50.19665956,23.42649698,94.88173723,57.54835048
0.781816542,2.357054114,53.53544354,72.26756215,18.4512639,32.20807135,84.43010449,77.87535787,84.45690274,67.32626862
4.950903654,13.52952528,64.32464123,12.47398853,28.72015953,56.32804155,48.39847088,78.65841389,46.07198238,30.30579011
2.033180892,13.17922604,7.732194662,0.247043371,11.81728125,55.30785263,25.23726821,52.67032981,38.95501494,26.11766654
1.705233455,11.85378098,43.93409491,5.500876904,18.31449032,96.22425437,82.23918676,95.30133009,20.87110281,33.39268746
0.869922936,11.58414447,54.80471253,2.770382166,18.95714045,14.28254426,67.42849946,92.15808511,12.17728257,15.93120071
1.020812988,3.255969048,7.513904572,15.6188488,14.12635803,64.56018925,87.02535629,71.08855247,70.84541321,40.66378857
1.070767343,9.276750207,62.17319369,31.85250163,24.82720137,69.74471033,71.49040103,94.54495311,65.83101153,49.14983252
4.100530744,5.23064208,53.58473063,12.56438494,1.599183083,98.01377892,82.07842112,37.18234301,61.65424585,31.94882587
1.409861147,5.945260406,31.93190694,0.940209627,12.15970278,36.11367762,77.11489797,89.00039792,50.594455,29.34810588
2.47350812,2.197523594,82.89501667,88.02831173,15.34874916,79.96766806,55.35385609,38.10555935,98.29409122,76.74551396
3.745152652,13.87737954,40.74177146,38.86727691,8.669793606,73.31963718,99.34181571,45.86209655,80.38439155,51.20767679
1.229962707,4.652875185,28.74325514,43.79056692,17.54210949,100.3969085,25.01343489,51.1264205,52.29586363,43.46967167
0.813801587,13.50619781,98.86355996,75.45014024,31.91881418,22.14055836,93.84208322,68.48164201,0.764328241,50.92062244
3.134977818,7.531801224,29.87837791,84.93309021,3.307743073,44.85821724,93.57562065,60.7213974,6.500291824,52.17126043
1.390870512,1.323277116,81.45672679,11.84923053,33.0838275,52.23441541,44.46656108,19.83587146,4.61832881,17.89901236
0.652428269,7.468991041,86.60327196,58.75583887,29.42696095,55.39329648,35.26908159,28.74122858,58.03643465,51.8255971
1.717547476,1.09642446,10.26886106,53.82092595,30.88340044,124.4292265,51.18549466,62.02881932,73.21546674,46.57286674
4.160312414,4.145398617,65.70641994,5.020928383,32.55656242,128.6587167,82.21433163,25.90506077,45.12832165,24.41492618
3.355149925,10.82965291,88.84076476,10.98513007,36.90963507,91.33340538,21.54359221,11.80929542,45.7899034,27.61802577
0.88874042,12.40835977,44.84666586,8.149898052,33.23274136,9.094861746,0.058495998,15.24771452,88.35471869,27.53862895
3.871159852,1.402830005,19.35215592,90.23347497,23.61644983,82.82892525,93.75572801,40.22908807,45.7615912,71.01227924
